date,quart,month,day,top10gross,top10grossM,num1gross,num1grossM,num_releases,num1,pct_ch_day,pct_ch_wk
2021-01-20,1,Jan,Wed,493805,0.49,142829,0.14,17,The Marksman,-35.4,-6.1
2021-01-19,1,Jan,Tue,764216,0.76,259783,0.26,17,The Marksman,-60.2,9.3
2021-01-18,1,Jan,Mon,1918654,1.92,506755,0.51,19,The Croods: A New Age,-94.5,-93.7
2021-01-17,1,Jan,Sun,3092221,3.09,805844,0.81,19,The Marksman,-32.3,37.3
2021-01-16,1,Jan,Sat,4566493,4.57,1248209,1.25,19,The Marksman,56.4,8.9
2021-01-15,1,Jan,Fri,2919679,2.92,1050151,1.05,19,The Marksman,444.8,20.4
2021-01-14,1,Jan,Thu,535966,0.54,155183,0.16,14,Wonder Woman 1984,1.9,-28
2021-01-13,1,Jan,Wed,525858,0.53,150007,0.15,13,Wonder Woman 1984,-24.8,-19.2
2021-01-12,1,Jan,Tue,698916,0.7,202022,0.2,14,Wonder Woman 1984,47.4,-25.6
2021-01-11,1,Jan,Mon,474079,0.47,139019,0.14,14,Wonder Woman 1984,-79,-48
2021-01-10,1,Jan,Sun,2252567,2.25,720016,0.72,15,Wonder Woman 1984,-46.3,-20.3
2021-01-09,1,Jan,Sat,4193432,4.19,1409138,1.41,16,Wonder Woman 1984,73,-19
2021-01-08,1,Jan,Fri,2424285,2.42,830861,0.83,16,Wonder Woman 1984,225.8,-47
2021-01-07,1,Jan,Thu,744136,0.74,257042,0.26,17,Wonder Woman 1984,14.4,-74.5
2021-01-06,1,Jan,Wed,650454,0.65,224556,0.22,17,Wonder Woman 1984,-30.7,-77.4
2021-01-05,1,Jan,Tue,938981,0.94,335270,0.34,17,Wonder Woman 1984,3,-69.4
2021-01-04,1,Jan,Mon,911407,0.91,345829,0.35,17,Wonder Woman 1984,-67.8,-70.5
2021-01-03,1,Jan,Sun,2827569,2.83,1158518,1.16,22,Wonder Woman 1984,-45.4,-46.7
2021-01-02,1,Jan,Sat,5179619,5.18,2210420,2.21,22,Wonder Woman 1984,13.1,-38.4
2021-01-01,1,Jan,Fri,4578181,4.58,2060272,2.06,22,Wonder Woman 1984,-91.4,-90.5
